PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,data_quality_score,lead_time_days,total_original_value,total_negotiated_value,cost_savings,savings_percentage,defect_rate,quality_score
PO-00731,Alpha_Inc,2022-09-16,2022-09-18,Office Supplies,Delivered,778,65.85,62.08,0.0,No,100,2.0,51231.299999999996,48298.24,2933.0599999999977,5.73,0.0,100.0
PO-00732,Delta_Logistics,2022-03-25,2022-04-11,Packaging,Partially Delivered,1350,85.06,82.34,0.0,No,100,17.0,114831.0,111159.0,3672.0,3.2,0.0,100.0
PO-00733,Epsilon_Group,2023-04-27,2023-05-05,Packaging,Delivered,1070,44.4,40.07,26.0,Yes,100,8.0,47508.0,42874.9,4633.0999999999985,9.75,2.43,97.57
PO-00734,Beta_Supplies,2022-01-20,2022-02-03,Packaging,Pending,810,71.02,66.8,73.0,Yes,100,14.0,57526.2,54108.0,3418.199999999997,5.94,9.01,90.99
PO-00735,Delta_Logistics,2023-07-07,2023-07-23,Packaging,Cancelled,725,66.4,62.1,118.0,Yes,100,16.0,48140.00000000001,45022.5,3117.5000000000073,6.48,16.28,83.72
PO-00736,Alpha_Inc,2022-02-23,2022-02-28,Electronics,Delivered,1467,34.2,30.5,25.0,Yes,100,5.0,50171.4,44743.5,5427.9000000000015,10.82,1.7,98.3
PO-00737,Beta_Supplies,2022-12-25,2023-01-12,Packaging,Delivered,1942,93.98,81.31,198.0,Yes,100,18.0,182509.16,157904.02000000002,24605.139999999985,13.48,10.2,89.8
PO-00738,Gamma_Co,2022-08-18,,Office Supplies,Delivered,506,84.63,72.69,20.0,Yes,100,,42822.78,36781.14,6041.639999999999,14.11,3.95,96.05
PO-00739,Alpha_Inc,2023-10-28,2023-11-13,MRO,Delivered,969,76.53,75.64,30.0,Yes,100,16.0,74157.57,73295.16,862.4100000000035,1.16,3.1,96.9
PO-00740,Delta_Logistics,2022-03-12,2022-03-19,MRO,Delivered,241,87.42,82.15,0.0,Yes,100,7.0,21068.22,19798.15,1270.0699999999997,6.03,0.0,100.0
PO-00741,Gamma_Co,2023-10-30,2023-11-09,Raw Materials,Delivered,788,97.3,94.44,32.0,Yes,100,10.0,76672.4,74418.72,2253.679999999993,2.94,4.06,95.94
PO-00742,Gamma_Co,2022-02-11,2022-02-13,Office Supplies,Delivered,1762,74.12,65.71,94.0,Yes,100,2.0,130599.44,115781.01999999999,14818.420000000013,11.35,5.33,94.67
PO-00743,Alpha_Inc,2022-02-01,,Raw Materials,Pending,1172,85.76,81.43,25.0,Yes,100,,100510.72,95435.96,5074.759999999995,5.05,2.13,97.87
PO-00744,Delta_Logistics,2022-09-11,2022-09-30,Office Supplies,Delivered,1621,75.68,73.78,226.0,No,100,19.0,122677.28000000001,119597.38,3079.9000000000087,2.51,13.94,86.06
PO-00745,Alpha_Inc,2022-07-24,2022-07-26,Packaging,Delivered,1027,73.35,65.42,24.0,No,100,2.0,75330.45,67186.34,8144.110000000001,10.81,2.34,97.66
PO-00746,Beta_Supplies,2022-01-21,,Raw Materials,Delivered,1058,65.68,57.21,101.0,Yes,100,,69489.44,60528.18,8961.260000000002,12.9,9.55,90.45
PO-00747,Beta_Supplies,2023-09-29,2023-10-05,Packaging,Delivered,145,85.52,81.86,11.0,No,100,6.0,12400.4,11869.7,530.6999999999989,4.28,7.59,92.41
PO-00748,Epsilon_Group,2022-06-06,,Office Supplies,Delivered,1737,24.88,24.28,46.0,Yes,100,,43216.56,42174.36,1042.199999999997,2.41,2.65,97.35
PO-00749,Gamma_Co,2022-09-02,2022-09-15,Electronics,Delivered,712,92.85,89.39,43.0,Yes,100,13.0,66109.2,63645.68,2463.519999999997,3.73,6.04,93.96
PO-00750,Epsilon_Group,2022-05-10,2022-05-16,Electronics,Delivered,1263,90.24,86.84,28.0,Yes,100,6.0,113973.12,109678.92,4294.199999999997,3.77,2.22,97.78
PO-00751,Delta_Logistics,2023-04-30,,Electronics,Delivered,1809,13.58,12.68,0.0,No,100,,24566.22,22938.12,1628.1000000000022,6.63,0.0,100.0
PO-00752,Beta_Supplies,2023-11-17,,Electronics,Cancelled,86,93.6,88.22,5.0,Yes,100,,8049.599999999999,7586.92,462.6799999999994,5.75,5.81,94.19
PO-00753,Epsilon_Group,2022-04-28,,MRO,Delivered,1853,21.92,20.72,0.0,Yes,100,,40617.76,38394.159999999996,2223.600000000006,5.47,0.0,100.0
PO-00754,Beta_Supplies,2023-08-01,2023-08-02,Electronics,Delivered,1442,43.98,41.82,140.0,No,100,1.0,63419.159999999996,60304.44,3114.719999999994,4.91,9.71,90.28999999999999
PO-00755,Beta_Supplies,2022-08-12,2022-09-01,Office Supplies,Pending,1768,79.61,74.97,207.0,No,100,20.0,140750.48,132546.96,8203.520000000019,5.83,11.71,88.28999999999999
PO-00756,Beta_Supplies,2023-04-22,2023-05-03,Electronics,Partially Delivered,1598,26.3,26.03,154.0,No,100,11.0,42027.4,41595.94,431.4599999999991,1.03,9.64,90.36
PO-00757,Alpha_Inc,2023-12-18,2024-01-05,MRO,Cancelled,328,93.23,82.63,6.0,Yes,100,18.0,30579.440000000002,27102.64,3476.800000000003,11.37,1.83,98.17
PO-00758,Epsilon_Group,2022-09-20,2022-09-25,Packaging,Delivered,266,88.29,80.22,4.0,Yes,100,5.0,23485.140000000003,21338.52,2146.6200000000026,9.14,1.5,98.5
PO-00759,Gamma_Co,2023-01-13,2023-01-28,Raw Materials,Delivered,916,59.01,53.37,47.0,Yes,100,15.0,54053.159999999996,48886.92,5166.239999999998,9.56,5.13,94.87
PO-00760,Epsilon_Group,2022-06-21,2022-06-25,Packaging,Cancelled,922,10.84,9.27,29.0,Yes,100,4.0,9994.48,8546.94,1447.539999999999,14.48,3.15,96.85
PO-00761,Gamma_Co,2023-09-13,2023-09-28,Packaging,Delivered,1871,39.42,37.41,101.0,No,100,15.0,73754.82,69994.11,3760.7100000000064,5.1,5.4,94.6
PO-00762,Epsilon_Group,2023-09-14,2023-09-20,Raw Materials,Delivered,1346,72.08,67.04,38.0,Yes,100,6.0,97019.68,90235.84000000001,6783.839999999982,6.99,2.82,97.18
PO-00763,Epsilon_Group,2022-04-28,2022-05-09,Electronics,Delivered,1954,99.78,87.47,57.0,Yes,100,11.0,194970.12,170916.38,24053.73999999999,12.34,2.92,97.08
PO-00764,Beta_Supplies,2022-06-17,2022-07-06,Electronics,Delivered,111,68.53,65.22,11.0,Yes,100,19.0,7606.83,7239.42,367.40999999999985,4.83,9.91,90.09
PO-00765,Gamma_Co,2022-11-15,2022-11-22,Office Supplies,Pending,645,35.05,30.88,27.0,Yes,100,7.0,22607.249999999996,19917.6,2689.649999999998,11.9,4.19,95.81
PO-00766,Gamma_Co,2022-04-21,2022-05-04,Electronics,Cancelled,1953,68.07,62.95,87.0,Yes,100,13.0,132940.71,122941.35,9999.359999999986,7.52,4.45,95.55
PO-00767,Gamma_Co,2023-08-16,2023-09-02,Electronics,Delivered,778,64.17,61.6,47.0,Yes,100,17.0,49924.26,47924.8,1999.4599999999991,4.0,6.04,93.96
PO-00768,Epsilon_Group,2022-01-27,2022-02-09,Office Supplies,Delivered,1415,80.19,78.34,0.0,Yes,100,13.0,113468.84999999999,110851.1,2617.7499999999854,2.31,0.0,100.0
PO-00769,Gamma_Co,2022-11-16,2022-11-22,Raw Materials,Delivered,446,20.61,19.46,14.0,Yes,100,6.0,9192.06,8679.16,512.8999999999996,5.58,3.14,96.86
PO-00770,Epsilon_Group,2023-08-13,,Office Supplies,Delivered,748,85.95,79.16,32.0,Yes,100,,64290.6,59211.68,5078.919999999998,7.9,4.28,95.72
PO-00771,Alpha_Inc,2023-11-25,2023-12-03,Electronics,Pending,1092,65.17,63.11,21.0,Yes,100,8.0,71165.64,68916.12,2249.520000000004,3.16,1.92,98.08
PO-00772,Beta_Supplies,2023-01-20,2023-02-02,Electronics,Delivered,226,102.47,99.16,28.0,Yes,100,13.0,23158.22,22410.16,748.0600000000013,3.23,12.39,87.61
PO-00773,Delta_Logistics,2023-02-11,2023-02-20,Electronics,Delivered,1685,43.42,42.24,262.0,Yes,100,9.0,73162.7,71174.40000000001,1988.2999999999884,2.72,15.55,84.45
PO-00774,Alpha_Inc,2022-07-23,,Office Supplies,Delivered,445,68.94,60.35,7.0,Yes,100,,30678.3,26855.75,3822.5499999999993,12.46,1.57,98.43
PO-00775,Gamma_Co,2022-03-19,2022-04-07,Raw Materials,Delivered,494,94.82,81.89,29.0,Yes,100,19.0,46841.079999999994,40453.66,6387.419999999991,13.64,5.87,94.13
PO-00776,Beta_Supplies,2023-08-30,2023-09-11,MRO,Delivered,1306,21.05,18.27,128.0,Yes,100,12.0,27491.3,23860.62,3630.6800000000003,13.21,9.8,90.2
PO-00777,Beta_Supplies,2023-12-09,2023-12-11,Office Supplies,Delivered,1988,105.2,93.23,187.0,Yes,100,2.0,209137.6,185341.24000000002,23796.359999999986,11.38,9.41,90.59
